id:0000000000001,0.026,id:0000000000001,0.026
id:0000000000010,1.15,id:0010000000010,0.025
id:0000000001110,1.11,id:0000000001110,1.11
id:0000000010010,2.29,id:0010000010010,1.14
id:0000000010011,1.16,id:0000000010011,1.16
id:0000100000110,2.09,id:0000100000110,2.09
id:0000100010111,0.025,id:0000100010111,0.025
id:0000110111101,5.27,id:0000110111101,5.27
id:0001000001111,0.026,id:0001000001111,0.026
id:0001010010110,8.28,id:0101110010110,3.13
id:0001100001000,9.36,id:0010000001000,4.15
id:0001110010000,16.3,id:0011110010000,9.26
id:0001110101101,0.027,id:0001110101101,0.027
id:0010000000011,10.1,id:0110000000011,4.13
id:0010010100101,15.2,id:0110010100101,9.28
id:0010100001001,6.25,id:0100100001001,5.24
id:0010100010101,6.23,id:0100100010101,5.23
id:0010100010110,0.026,id:0010100010110,0.026
id:0010110010111,8.26,id:0100110010111,7.25
id:0011000010000,0.025,id:0011000010000,0.025
id:0011000010100,5.28,id:0010000010100,2.15
id:0011000110111,6.28,id:0010000110111,3.14
id:0011010001111,15.3,id:0011110001111,9.22
id:0011100000100,5.09,id:0011100000100,5.09
id:0011110010001,0.025,id:0011110010001,0.025
id:0011110010010,11.2,id:0011110010010,11.2
id:0100000111001,8.29,id:0000100111001,6.28
id:0100010011110,0.025,id:0100010011110,0.025
id:0100100000111,2.14,id:0100100000111,2.14
id:0100100100011,0.027,id:0100100100011,0.027
id:0100110011001,4.27,id:0100110011001,4.27
id:0100110011011,4.23,id:0100110011011,4.23
id:0101000001100,4.22,id:0010000001100,3.14
id:0101000010001,0.025,id:0101000010001,0.025
id:0101010110000,3.24,id:0010010110000,2.14
id:0101010110110,5.27,id:0010010110110,4.14
id:0101100000101,0.025,id:0101100000101,0.025
id:0101100011000,1.12,id:0101100011000,1.12
id:0101100100010,2.13,id:0101100100010,2.13
id:0110000001011,0.025,id:0110000001011,0.025
id:0110000110101,16.4,id:0000100110101,6.24
id:0110100001010,6.24,id:0000000001010,3.15
id:0110100110110,0.038,id:0110100110110,0.038
id:0110110100110,6.31,id:0000010100110,3.13
id:0111000011101,0.026,id:0111000011101,0.026
id:0111100001101,4.27,id:0000000001101,1.11
id:0111100011010,5.21,id:0000000011010,2.15
id:0111100011011,4.24,id:0000000011011,1.12
id:0111100110100,4.19,id:0000000110100,1.08
id:0111110100111,0.029,id:0111110100111,0.029
