id:0000000001000,0.024,id:0000000001000,0.024
id:0000010001111,16.4,id:0100010001111,9.23
id:0000010010000,16.4,id:0100010010000,9.31
id:0000010101101,9.36,id:0010110101101,5.23
id:0000100001101,4.24,id:0010100001101,2.21
id:0000100011010,5.25,id:0010100011010,3.23
id:0000100011011,4.18,id:0010100011011,2.22
id:0000100110100,4.28,id:0010100110100,2.2
id:0000110100111,0.026,id:0000110100111,0.026
id:0001000000110,2.15,id:0001000000110,2.15
id:0001000010111,0.026,id:0001000010111,0.026
id:0001010111101,5.3,id:0001010111101,5.3
id:0001100000011,4.15,id:0001100000011,4.15
id:0001100001011,0.026,id:0001100001011,0.026
id:0001100110101,16.3,id:0001000110101,6.29
id:0010000001100,6.24,id:0010100001100,3.08
id:0010000010000,6.26,id:0010100010000,3.12
id:0010000110111,0.025,id:0010000110111,0.025
id:0010010100101,18.3,id:0001110100101,9.29
id:0010010110110,7.29,id:0010110110110,4.09
id:0010100000001,1.12,id:0010100000001,1.12
id:0010100000010,0.025,id:0010100000010,0.025
id:0010100010001,1.11,id:0010100010001,1.11
id:0010100010010,1.15,id:0010100010010,1.15
id:0010100010011,2.26,id:0010100010011,2.26
id:0010100010100,2.14,id:0010100010100,2.14
id:0010110110000,2.14,id:0010110110000,2.14
id:0011000111001,8.28,id:0001000111001,6.27
id:0011010011110,0.029,id:0011010011110,0.029
id:0011100011101,0.024,id:0011100011101,0.024
id:0100000000100,5.13,id:0100000000100,5.13
id:0100010010001,0.025,id:0100010010001,0.025
id:0100010010010,11.2,id:0100010010010,11.2
id:0100100001010,6.26,id:0010100001010,4.23
id:0100100001110,4.21,id:0010100001110,2.21
id:0100100110110,0.025,id:0100100110110,0.025
id:0100110100110,6.24,id:0010110100110,4.24
